Player,Short Name,Player ID,Birthdate,Team,Team ID,Match,Match ID,Date,Competition,Competition ID,Season,Season ID,Competition Edition ID,Position,Position Group,Minutes,Minutes TIP,Minutes OTIP,Minutes 1,Minutes 1 TIP,Minutes 1 OTIP,Minutes 2,Minutes 2 TIP,Minutes 2 OTIP,Physical Check Passed,Distance,M/min,Running Distance,HSR Distance,HSR Count,Sprint Distance,Sprint Count,HI Distance,HI Count,PSV-99,Medium Acceleration Count,High Acceleration Count,Medium Deceleration Count,High Deceleration Count,Explosive Acceleration to HSR Count,Time to HSR,Time to HSR Post-COD,Explosive Acceleration to Sprint Count,Time to Sprint,Time to Sprint Post-COD,Change of Direction Count,Time to 505 - Around 90,Time to 505 - Around 180,Distance TIP,M/min TIP,Running Distance TIP,HSR Distance TIP,HSR Count TIP,Sprint Distance TIP,Sprint Count TIP,HI Distance TIP,HI Count TIP,Medium Acceleration Count TIP,High Acceleration Count TIP,Medium Deceleration Count TIP,High Deceleration Count TIP,Explosive Acceleration to HSR Count TIP,Explosive Acceleration to Sprint Count TIP,Change of Direction Count TIP,Distance OTIP,M/min OTIP,Running Distance OTIP,HSR Distance OTIP,HSR Count OTIP,Sprint Distance OTIP,Sprint Count OTIP,HI Distance OTIP,HI Count OTIP,Medium Acceleration Count OTIP,High Acceleration Count OTIP,Medium Deceleration Count OTIP,High Deceleration Count OTIP,Explosive Acceleration to HSR Count OTIP,Explosive Acceleration to Sprint Count OTIP,Change of Direction Count OTIP,Distance 1,M/min 1,Running Distance 1,HSR Distance 1,HSR Count 1,Sprint Distance 1,Sprint Count 1,HI Distance 1,HI Count 1,Medium Acceleration Count 1,High Acceleration Count 1,Medium Deceleration Count 1,High Deceleration Count 1,Explosive Acceleration to HSR Count 1,Explosive Acceleration to Sprint Count 1,Change of Direction Count 1,Distance 1 TIP,M/min 1 TIP,Running Distance 1 TIP,HSR Distance 1 TIP,HSR Count 1 TIP,Sprint Distance 1 TIP,Sprint Count 1 TIP,HI Distance 1 TIP,HI Count 1 TIP,Medium Acceleration Count 1 TIP,High Acceleration Count 1 TIP,Medium Deceleration Count 1 TIP,High Deceleration Count 1 TIP,Explosive Acceleration to HSR Count 1 TIP,Explosive Acceleration to Sprint Count 1 TIP,Change of Direction Count 1 TIP,Distance 1 OTIP,M/min 1 OTIP,Running Distance 1 OTIP,HSR Distance 1 OTIP,HSR Count 1 OTIP,Sprint Distance 1 OTIP,Sprint Count 1 OTIP,HI Distance 1 OTIP,HI Count 1 OTIP,Medium Acceleration Count 1 OTIP,High Acceleration Count 1 OTIP,Medium Deceleration Count 1 OTIP,High Deceleration Count 1 OTIP,Explosive Acceleration to HSR Count 1 OTIP,Explosive Acceleration to Sprint Count 1 OTIP,Change of Direction Count 1 OTIP,Distance 2,M/min 2,Running Distance 2,HSR Distance 2,HSR Count 2,Sprint Distance 2,Sprint Count 2,HI Distance 2,HI Count 2,Medium Acceleration Count 2,High Acceleration Count 2,Medium Deceleration Count 2,High Deceleration Count 2,Explosive Acceleration to HSR Count 2,Explosive Acceleration to Sprint Count 2,Change of Direction Count 2,Distance 2 TIP,M/min 2 TIP,Running Distance 2 TIP,HSR Distance 2 TIP,HSR Count 2 TIP,Sprint Distance 2 TIP,Sprint Count 2 TIP,HI Distance 2 TIP,HI Count 2 TIP,Medium Acceleration Count 2 TIP,High Acceleration Count 2 TIP,Medium Deceleration Count 2 TIP,High Deceleration Count 2 TIP,Explosive Acceleration to HSR Count 2 TIP,Explosive Acceleration to Sprint Count 2 TIP,Change of Direction Count 2 TIP,Distance 2 OTIP,M/min 2 OTIP,Running Distance 2 OTIP,HSR Distance 2 OTIP,HSR Count 2 OTIP,Sprint Distance 2 OTIP,Sprint Count 2 OTIP,HI Distance 2 OTIP,HI Count 2 OTIP,Medium Acceleration Count 2 OTIP,High Acceleration Count 2 OTIP,Medium Deceleration Count 2 OTIP,High Deceleration Count 2 OTIP,Explosive Acceleration to HSR Count 2 OTIP,Explosive Acceleration to Sprint Count 2 OTIP,Change of Direction Count 2 OTIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yosei Sato,Y. Sato,1024238,2003-09-03,Hokkaido Consadole Sapporo,1473,Hokkaido Consadole Sapporo v Fukushima United FC,2061069,2026-04-04,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,RW,Wide Attacker,46.17,14.18,17.77,46.17,14.18,17.77,0.0,0.0,0.0,TRUE,5926.0,128.36,982.0,359.0,31.0,131.0,6.0,490.0,37.0,29.3,72.0,5.0,52.0,17.0,3.0,0.86,0.95,1.0,2.11,2.11,20.0,2.61,3.16,11552.49,128.36,1914.37,699.86,60.43,255.38,11.7,955.23,72.13,140.36,9.75,101.37,33.14,5.85,1.95,38.99,2028.0,142.98,384.0,180.0,19.0,90.0,4.0,270.0,23.0,23.0,2.0,13.0,5.0,1.0,0.0,12.0,2559.0,144.03,482.0,156.0,10.0,38.0,1.0,194.0,11.0,30.0,1.0,22.0,4.0,1.0,0.0,7.0,5926.0,128.36,982.0,359.0,31.0,131.0,6.0,490.0,37.0,72.0,5.0,52.0,17.0,3.0,1.0,20.0,2028.0,142.98,384.0,180.0,19.0,90.0,4.0,270.0,23.0,23.0,2.0,13.0,5.0,1.0,0.0,12.0,2559.0,144.03,482.0,156.0,10.0,38.0,1.0,194.0,11.0,30.0,1.0,22.0,4.0,1.0,0.0,7.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,,,,,,,,,,
Yusaku Takusari,Y. Takusari,1024241,2003-05-27,SC Sagamihara,4085,Vanraure Hachinohe v SC Sagamihara,2060374,2026-03-29,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,LDM,Midfield,97.73,17.1,22.85,47.45,7.95,11.7,50.28,9.15,11.15,TRUE,11110.0,113.68,1986.0,474.0,38.0,31.0,2.0,505.0,40.0,25.0,114.0,5.0,93.0,14.0,2.0,1.17,1.6,0.0,null,null,60.0,2.21,2.9,10230.9,113.68,1828.85,436.49,34.99,28.55,1.84,465.04,36.83,104.98,4.6,85.64,12.89,1.84,0.0,55.25,2882.0,168.54,810.0,109.0,8.0,6.0,0.0,115.0,8.0,32.0,2.0,22.0,3.0,0.0,0.0,12.0,3756.0,164.38,947.0,331.0,25.0,25.0,1.0,356.0,26.0,45.0,2.0,37.0,5.0,1.0,0.0,39.0,5513.0,116.19,1002.0,239.0,19.0,0.0,0.0,239.0,19.0,61.0,3.0,49.0,7.0,1.0,0.0,36.0,1322.0,166.29,339.0,71.0,4.0,0.0,0.0,71.0,4.0,16.0,1.0,13.0,1.0,0.0,0.0,6.0,1922.0,164.27,520.0,154.0,12.0,0.0,0.0,154.0,12.0,23.0,1.0,18.0,3.0,0.0,0.0,26.0,5597.0,111.31,984.0,235.0,19.0,31.0,2.0,266.0,21.0,53.0,2.0,44.0,7.0,1.0,0.0,24.0,1560.0,170.49,471.0,38.0,4.0,6.0,0.0,44.0,4.0,16.0,1.0,9.0,2.0,0.0,0.0,6.0,1834.0,164.48,427.0,177.0,13.0,25.0,1.0,202.0,14.0,22.0,1.0,19.0,2.0,1.0,0.0,13.0,,,,,,,,,,,,,,,,,,,
Yusaku Takusari,Y. Takusari,1024241,2003-05-27,SC Sagamihara,4085,Tochigi City v SC Sagamihara,2061105,2026-04-04,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,RDM,Midfield,12.52,2.95,2.42,0.0,0.0,0.0,12.52,2.95,2.42,TRUE,1548.0,123.68,338.0,137.0,9.0,2.0,0.0,139.0,9.0,24.1,16.0,1.0,14.0,2.0,0.0,null,null,0.0,null,null,3.0,null,3.38,11130.76,123.68,2430.36,985.09,64.71,14.38,0.0,999.47,64.71,115.05,7.19,100.67,14.38,0.0,0.0,21.57,475.0,161.02,136.0,24.0,2.0,1.0,0.0,25.0,2.0,7.0,1.0,5.0,1.0,0.0,0.0,1.0,444.0,183.72,112.0,81.0,4.0,1.0,0.0,82.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1548.0,123.68,338.0,137.0,9.0,2.0,0.0,139.0,9.0,16.0,1.0,14.0,2.0,0.0,0.0,3.0,475.0,161.02,136.0,24.0,2.0,1.0,0.0,25.0,2.0,7.0,1.0,5.0,1.0,0.0,0.0,1.0,444.0,183.72,112.0,81.0,4.0,1.0,0.0,82.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
Yusaku Takusari,Y. Takusari,1024241,2003-05-27,SC Sagamihara,4085,SC Sagamihara v Vegalta Sendai,2062481,2026-04-12,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,RDM,Midfield,12.02,3.03,2.1,0.0,0.0,0.0,12.02,3.03,2.1,TRUE,1556.0,129.49,280.0,135.0,13.0,57.0,2.0,192.0,15.0,26.9,14.0,0.0,11.0,4.0,0.0,null,null,0.0,null,null,5.0,2.99,null,11653.81,129.49,2097.09,1011.1,97.36,426.91,14.98,1438.0,112.34,104.85,0.0,82.39,29.96,0.0,0.0,37.45,524.0,172.75,126.0,63.0,5.0,0.0,0.0,63.0,5.0,5.0,0.0,4.0,2.0,0.0,0.0,1.0,437.0,208.1,94.0,54.0,7.0,56.0,1.0,110.0,8.0,3.0,0.0,3.0,1.0,0.0,0.0,3.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1556.0,129.49,280.0,135.0,13.0,57.0,2.0,192.0,15.0,14.0,0.0,11.0,4.0,0.0,0.0,5.0,524.0,172.75,126.0,63.0,5.0,0.0,0.0,63.0,5.0,5.0,0.0,4.0,2.0,0.0,0.0,1.0,437.0,208.1,94.0,54.0,7.0,56.0,1.0,110.0,8.0,3.0,0.0,3.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,
Kyo Hosoi,K. Hosoi,1024531,2003-10-31,Yokohama FC,930,Yokohama FC v Shonan Bellmare,2060262,2026-03-28,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,LCB,Central Defender,100.03,27.63,16.85,48.22,12.42,9.17,51.82,15.22,7.68,TRUE,11587.0,115.83,1928.0,653.0,43.0,114.0,5.0,767.0,48.0,27.0,121.0,9.0,88.0,17.0,8.0,0.71,null,1.0,1.38,null,27.0,2.38,null,10424.83,115.83,1734.62,587.5,38.69,102.57,4.5,690.07,43.19,108.86,8.1,79.17,15.29,7.2,0.9,24.29,4262.0,154.23,824.0,198.0,15.0,45.0,1.0,243.0,16.0,35.0,4.0,26.0,6.0,3.0,1.0,5.0,2724.0,161.66,551.0,326.0,17.0,35.0,2.0,361.0,19.0,35.0,3.0,18.0,4.0,3.0,0.0,16.0,5376.0,111.5,848.0,332.0,24.0,81.0,4.0,413.0,28.0,56.0,3.0,40.0,8.0,3.0,0.0,16.0,1879.0,151.33,340.0,90.0,7.0,38.0,1.0,128.0,8.0,16.0,1.0,11.0,2.0,1.0,0.0,2.0,1416.0,154.47,259.0,173.0,10.0,19.0,1.0,192.0,11.0,19.0,1.0,9.0,2.0,0.0,0.0,11.0,6211.0,119.86,1080.0,321.0,19.0,33.0,1.0,354.0,20.0,65.0,6.0,48.0,9.0,5.0,1.0,11.0,2383.0,156.6,484.0,108.0,8.0,7.0,0.0,115.0,8.0,19.0,3.0,15.0,4.0,2.0,1.0,3.0,1308.0,170.24,292.0,153.0,7.0,16.0,1.0,169.0,8.0,16.0,2.0,9.0,2.0,2.0,0.0,5.0,,,,,,,,,,,,,,,,,,,
Kyo Hosoi,K. Hosoi,1024531,2003-10-31,Yokohama FC,930,Yokohama FC v AFC Blaublitz Akita,2061071,2026-04-04,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,LWB,Full Back,17.17,4.43,2.55,0.0,0.0,0.0,17.17,4.43,2.55,TRUE,1989.0,115.86,242.0,162.0,9.0,9.0,1.0,171.0,10.0,27.0,19.0,1.0,16.0,2.0,0.0,null,null,0.0,null,null,6.0,null,null,10427.77,115.86,1268.74,849.32,47.18,47.18,5.24,896.5,52.43,99.61,5.24,83.88,10.49,0.0,0.0,31.46,663.0,149.55,99.0,84.0,3.0,2.0,0.0,86.0,3.0,6.0,0.0,5.0,1.0,0.0,0.0,1.0,401.0,157.25,82.0,53.0,3.0,7.0,1.0,60.0,4.0,8.0,0.0,2.0,1.0,0.0,0.0,5.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1989.0,115.86,242.0,162.0,9.0,9.0,1.0,171.0,10.0,19.0,1.0,16.0,2.0,0.0,0.0,6.0,663.0,149.55,99.0,84.0,3.0,2.0,0.0,86.0,3.0,6.0,0.0,5.0,1.0,0.0,0.0,1.0,401.0,157.25,82.0,53.0,3.0,7.0,1.0,60.0,4.0,8.0,0.0,2.0,1.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,
Thiraphat Puethong,T. Puethong,1031085,2007-02-17,Hokkaido Consadole Sapporo,1473,Ventforet Kofu v Hokkaido Consadole Sapporo,2062192,2026-04-11,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,RW,Wide Attacker,48.75,15.15,11.05,48.75,15.15,11.05,0.0,0.0,0.0,TRUE,5386.0,110.48,858.0,486.0,44.0,236.0,9.0,722.0,53.0,28.9,63.0,4.0,50.0,16.0,4.0,0.77,0.89,2.0,1.62,null,23.0,2.37,2.72,9943.38,110.48,1584.0,897.23,81.23,435.69,16.62,1332.92,97.85,116.31,7.38,92.31,29.54,7.38,3.69,42.46,2010.0,132.67,385.0,187.0,17.0,138.0,4.0,325.0,21.0,24.0,2.0,14.0,5.0,2.0,2.0,9.0,1799.0,162.81,407.0,273.0,23.0,77.0,4.0,350.0,27.0,26.0,1.0,20.0,5.0,1.0,0.0,12.0,5386.0,110.48,858.0,486.0,44.0,236.0,9.0,722.0,53.0,63.0,4.0,50.0,16.0,4.0,2.0,23.0,2010.0,132.67,385.0,187.0,17.0,138.0,4.0,325.0,21.0,24.0,2.0,14.0,5.0,2.0,2.0,9.0,1799.0,162.81,407.0,273.0,23.0,77.0,4.0,350.0,27.0,26.0,1.0,20.0,5.0,1.0,0.0,12.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,,,,,,,,,,
Yuto Nakamura,Y. Nakamura,1035614,2003-10-09,Fujieda MYFC,3381,Fujieda MYFC v Hokkaido Consadole Sapporo,2060261,2026-03-28,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,LWB,Full Back,85.92,21.52,25.52,47.4,11.32,17.35,38.52,10.2,8.17,TRUE,9396.0,109.36,1334.0,608.0,59.0,246.0,15.0,854.0,74.0,29.2,97.0,10.0,78.0,19.0,8.0,0.55,0.55,1.0,1.91,1.91,35.0,2.54,2.79,9842.56,109.36,1397.4,636.9,61.8,257.69,15.71,894.59,77.52,101.61,10.48,81.71,19.9,8.38,1.05,36.66,2981.0,138.54,554.0,287.0,24.0,88.0,5.0,375.0,29.0,29.0,3.0,20.0,4.0,3.0,0.0,14.0,3562.0,139.6,589.0,276.0,30.0,150.0,8.0,426.0,38.0,48.0,3.0,31.0,8.0,2.0,1.0,19.0,5205.0,109.81,708.0,326.0,36.0,167.0,10.0,493.0,46.0,56.0,6.0,47.0,13.0,5.0,1.0,25.0,1493.0,131.93,262.0,152.0,12.0,47.0,3.0,199.0,15.0,16.0,2.0,11.0,2.0,2.0,0.0,11.0,2379.0,137.12,360.0,160.0,20.0,120.0,6.0,280.0,26.0,33.0,2.0,21.0,6.0,1.0,1.0,13.0,4191.0,108.81,626.0,282.0,23.0,79.0,5.0,361.0,28.0,41.0,4.0,31.0,6.0,2.0,0.0,10.0,1488.0,145.88,292.0,135.0,12.0,41.0,2.0,176.0,14.0,13.0,1.0,9.0,2.0,1.0,0.0,3.0,1183.0,144.86,229.0,116.0,10.0,30.0,2.0,146.0,12.0,15.0,1.0,10.0,2.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,
Yuto Nakamura,Y. Nakamura,1035614,2003-10-09,Fujieda MYFC,3381,Fujieda MYFC v AC Parceiro Nagano,2061074,2026-04-04,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,LWB,Full Back,68.6,27.32,10.98,46.68,20.25,6.18,21.92,7.07,4.8,TRUE,8050.0,117.35,1155.0,528.0,52.0,260.0,13.0,788.0,65.0,30.4,90.0,4.0,80.0,12.0,2.0,1.01,1.01,0.0,null,null,33.0,2.09,3.16,10561.22,117.35,1515.31,692.71,68.22,341.11,17.06,1033.82,85.28,118.08,5.25,104.96,15.74,2.62,0.0,43.29,3932.0,143.94,721.0,351.0,36.0,194.0,9.0,545.0,45.0,44.0,1.0,36.0,4.0,0.0,0.0,22.0,1568.0,142.76,284.0,115.0,12.0,43.0,1.0,158.0,13.0,25.0,1.0,11.0,3.0,1.0,0.0,9.0,5463.0,117.02,728.0,344.0,34.0,153.0,9.0,497.0,43.0,58.0,3.0,57.0,6.0,2.0,0.0,24.0,2856.0,141.04,515.0,244.0,23.0,110.0,6.0,354.0,29.0,29.0,1.0,27.0,3.0,0.0,0.0,18.0,866.0,140.05,141.0,59.0,7.0,20.0,1.0,79.0,8.0,15.0,1.0,6.0,1.0,1.0,0.0,5.0,2587.0,118.04,427.0,184.0,18.0,107.0,4.0,291.0,22.0,32.0,1.0,23.0,6.0,0.0,0.0,9.0,1076.0,152.26,206.0,107.0,13.0,84.0,3.0,191.0,16.0,15.0,0.0,9.0,1.0,0.0,0.0,4.0,702.0,146.25,143.0,56.0,5.0,23.0,0.0,79.0,5.0,10.0,0.0,5.0,2.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,
Yuto Nakamura,Y. Nakamura,1035614,2003-10-09,Fujieda MYFC,3381,FC Gifu v Fujieda MYFC,2062195,2026-04-11,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,LWB,Full Back,101.25,29.37,25.08,49.1,14.87,10.87,52.15,14.5,14.22,TRUE,11574.0,114.31,2017.0,841.0,69.0,376.0,18.0,1217.0,87.0,30.3,115.0,7.0,91.0,14.0,6.0,0.82,0.82,2.0,1.44,1.75,46.0,2.36,null,10288.0,114.31,1792.89,747.56,61.33,334.22,16.0,1081.78,77.33,102.22,6.22,80.89,12.44,5.33,1.78,40.89,4255.0,144.89,937.0,388.0,31.0,161.0,8.0,549.0,39.0,45.0,4.0,29.0,6.0,4.0,2.0,20.0,3969.0,158.23,904.0,395.0,31.0,195.0,9.0,590.0,40.0,42.0,2.0,29.0,3.0,1.0,0.0,25.0,5880.0,119.76,1062.0,390.0,34.0,213.0,9.0,603.0,43.0,51.0,3.0,41.0,8.0,2.0,1.0,22.0,2315.0,155.72,557.0,216.0,17.0,123.0,5.0,339.0,22.0,24.0,2.0,15.0,4.0,2.0,1.0,10.0,1754.0,161.41,406.0,147.0,13.0,75.0,3.0,222.0,16.0,17.0,1.0,11.0,2.0,0.0,0.0,11.0,5694.0,109.19,955.0,451.0,35.0,163.0,9.0,614.0,44.0,64.0,4.0,50.0,6.0,4.0,1.0,24.0,1940.0,133.79,380.0,172.0,14.0,38.0,3.0,210.0,17.0,21.0,2.0,14.0,2.0,2.0,1.0,10.0,2215.0,155.8,498.0,248.0,18.0,120.0,6.0,368.0,24.0,25.0,1.0,18.0,1.0,1.0,0.0,14.0,,,,,,,,,,,,,,,,,,,
Keita Ide,K. Ide,1040710,2001-08-18,Reilac Shiga FC,5445,Reilac Shiga FC v Tegevajaro Miyazaki FC,2060379,2026-03-29,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,LCB,Central Defender,97.37,20.6,34.33,47.15,10.88,16.87,50.22,9.72,17.47,TRUE,10108.0,103.81,1037.0,426.0,38.0,158.0,5.0,584.0,43.0,29.1,124.0,7.0,108.0,17.0,5.0,1.06,null,0.0,null,null,21.0,2.3,3.32,9343.24,103.81,958.54,393.77,35.12,146.05,4.62,539.82,39.75,114.62,6.47,99.83,15.71,4.62,0.0,19.41,2541.0,123.35,342.0,114.0,12.0,27.0,2.0,141.0,14.0,27.0,2.0,21.0,3.0,2.0,0.0,5.0,4713.0,137.27,568.0,286.0,22.0,120.0,3.0,406.0,25.0,62.0,2.0,43.0,6.0,1.0,0.0,15.0,4929.0,104.54,513.0,215.0,18.0,100.0,2.0,315.0,20.0,62.0,2.0,56.0,5.0,2.0,0.0,12.0,1379.0,126.71,196.0,79.0,7.0,14.0,1.0,93.0,8.0,15.0,1.0,11.0,1.0,1.0,0.0,4.0,2247.0,133.22,268.0,122.0,10.0,76.0,1.0,198.0,11.0,30.0,1.0,23.0,2.0,0.0,0.0,7.0,5179.0,103.13,524.0,211.0,20.0,58.0,3.0,269.0,23.0,62.0,5.0,52.0,12.0,2.0,0.0,9.0,1162.0,119.59,146.0,35.0,5.0,13.0,1.0,48.0,6.0,12.0,1.0,10.0,2.0,0.0,0.0,1.0,2466.0,141.18,300.0,164.0,12.0,44.0,2.0,208.0,14.0,32.0,1.0,20.0,4.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,
Keita Ide,K. Ide,1040710,2001-08-18,Reilac Shiga FC,5445,Reilac Shiga FC v FC Ryūkyū,2062486,2026-04-12,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,LCB,Central Defender,98.52,20.57,29.25,49.23,8.4,15.63,49.28,12.17,13.62,TRUE,9637.0,97.82,1058.0,463.0,36.0,116.0,6.0,579.0,42.0,28.2,98.0,2.0,80.0,13.0,0.0,null,null,0.0,null,null,33.0,2.36,2.94,8803.89,97.82,966.54,422.97,32.89,105.97,5.48,528.95,38.37,89.53,1.83,73.08,11.88,0.0,0.0,30.15,2537.0,123.35,307.0,125.0,11.0,43.0,2.0,168.0,13.0,22.0,0.0,18.0,2.0,0.0,0.0,5.0,3963.0,135.49,615.0,298.0,21.0,69.0,3.0,367.0,24.0,45.0,1.0,35.0,2.0,0.0,0.0,26.0,4485.0,91.1,392.0,95.0,11.0,25.0,1.0,120.0,12.0,50.0,1.0,41.0,5.0,0.0,0.0,21.0,1004.0,119.52,106.0,13.0,4.0,11.0,0.0,24.0,4.0,8.0,0.0,8.0,1.0,0.0,0.0,3.0,2018.0,129.08,236.0,68.0,6.0,11.0,1.0,79.0,7.0,24.0,1.0,20.0,1.0,0.0,0.0,16.0,5152.0,104.54,666.0,368.0,25.0,91.0,5.0,459.0,30.0,48.0,1.0,39.0,8.0,0.0,0.0,12.0,1533.0,126.0,201.0,112.0,7.0,32.0,2.0,144.0,9.0,14.0,0.0,10.0,1.0,0.0,0.0,2.0,1945.0,142.84,379.0,230.0,15.0,58.0,2.0,288.0,17.0,21.0,0.0,15.0,1.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,
Ryosuke Iwasaki,R. Iwasaki,1045707,2008-01-30,Yokohama FC,930,Yokohama FC v AFC Blaublitz Akita,2061071,2026-04-04,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,LW,Wide Attacker,69.1,16.77,8.85,48.73,13.1,5.9,20.37,3.67,2.95,TRUE,7350.0,106.37,1096.0,487.0,45.0,149.0,9.0,636.0,54.0,28.6,88.0,4.0,72.0,11.0,2.0,0.78,0.78,1.0,1.58,null,47.0,2.18,2.65,9573.08,106.37,1427.5,634.3,58.61,194.07,11.72,828.36,70.33,114.62,5.21,93.78,14.33,2.6,1.3,61.22,2796.0,166.76,566.0,303.0,29.0,118.0,6.0,421.0,35.0,34.0,2.0,24.0,3.0,1.0,1.0,23.0,1379.0,155.82,326.0,131.0,10.0,8.0,1.0,139.0,11.0,18.0,1.0,11.0,4.0,1.0,0.0,17.0,5520.0,113.27,832.0,424.0,39.0,145.0,8.0,569.0,47.0,68.0,2.0,54.0,9.0,1.0,1.0,36.0,2199.0,167.86,429.0,270.0,25.0,118.0,6.0,388.0,31.0,27.0,1.0,20.0,2.0,0.0,0.0,17.0,1000.0,169.49,255.0,114.0,9.0,5.0,1.0,119.0,10.0,12.0,1.0,7.0,3.0,1.0,0.0,14.0,1830.0,89.85,264.0,63.0,6.0,4.0,1.0,67.0,7.0,20.0,2.0,18.0,2.0,1.0,0.0,11.0,597.0,162.82,137.0,33.0,4.0,0.0,0.0,33.0,4.0,7.0,1.0,4.0,1.0,0.0,0.0,6.0,379.0,128.47,71.0,17.0,1.0,3.0,0.0,20.0,1.0,6.0,0.0,4.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,
Ryosuke Iwasaki,R. Iwasaki,1045707,2008-01-30,Yokohama FC,930,Montedio Yamagata v Yokohama FC,2062477,2026-04-12,JPN - J2/J3 100 Year Vision League,601,2026/2026,130,1426,LW,Wide Attacker,58.47,19.7,15.42,48.02,16.8,11.05,10.45,2.9,4.37,TRUE,7855.0,134.35,1686.0,720.0,47.0,152.0,9.0,872.0,56.0,27.8,87.0,5.0,74.0,15.0,1.0,1.07,1.2,0.0,null,null,55.0,2.05,2.84,12091.51,134.35,2595.32,1108.32,72.35,233.98,13.85,1342.3,86.2,133.92,7.7,113.91,23.09,1.54,0.0,84.66,3382.0,171.68,993.0,358.0,20.0,45.0,3.0,403.0,23.0,41.0,3.0,29.0,4.0,1.0,0.0,27.0,2620.0,169.95,622.0,327.0,25.0,105.0,5.0,432.0,30.0,28.0,1.0,23.0,5.0,0.0,0.0,22.0,6329.0,131.81,1439.0,561.0,33.0,52.0,6.0,613.0,39.0,69.0,5.0,60.0,11.0,1.0,0.0,47.0,2917.0,173.63,880.0,317.0,16.0,35.0,3.0,352.0,19.0,34.0,3.0,24.0,2.0,1.0,0.0,25.0,1873.0,169.5,497.0,222.0,15.0,16.0,2.0,238.0,17.0,19.0,1.0,17.0,4.0,0.0,0.0,18.0,1526.0,146.03,247.0,159.0,14.0,100.0,3.0,259.0,17.0,18.0,0.0,14.0,4.0,0.0,0.0,8.0,465.0,160.34,113.0,41.0,4.0,10.0,0.0,51.0,4.0,7.0,0.0,5.0,2.0,0.0,0.0,2.0,747.0,171.07,125.0,105.0,10.0,89.0,3.0,194.0,13.0,9.0,0.0,6.0,1.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,
